  cell  ,E,W,N,S
"(304, 221)",0,1,0,0
"(305, 221)",1,1,0,0
"(306, 221)",1,1,0,0
"(307, 221)",0,0,0,1
"(308, 221)",0,1,1,0
"(309, 221)",1,1,0,0
"(310, 221)",1,0,0,1
"(311, 221)",1,0,1,0
"(312, 221)",1,1,0,0
"(313, 221)",1,0,0,1
"(314, 221)",0,0,1,1
"(315, 221)",0,0,1,1
"(316, 221)",1,0,1,0
"(317, 221)",1,1,0,0
"(318, 221)",1,1,0,0
"(319, 221)",1,0,0,1
"(320, 221)",1,1,1,0
"(321, 221)",1,1,0,0
"(322, 221)",1,0,0,1
"(323, 221)",0,1,1,0
"(324, 221)",1,1,0,0
"(325, 221)",1,1,0,0
"(326, 221)",0,1,0,0
"(327, 221)",0,1,0,1
"(328, 221)",1,0,1,0
"(329, 221)",1,1,0,0
"(330, 221)",1,1,0,0
"(331, 221)",1,1,0,1
"(332, 221)",0,0,1,1
"(333, 221)",0,1,1,0
"(334, 221)",1,1,0,0
"(335, 221)",1,1,0,0
"(336, 221)",0,1,0,0
"(337, 221)",1,1,0,1
"(338, 221)",1,0,1,1
"(339, 221)",0,0,1,0
"(340, 221)",1,0,0,1
"(341, 221)",0,1,1,0
"(342, 221)",1,1,0,0
"(343, 221)",1,1,0,0
"(344, 221)",0,1,0,1
"(345, 221)",0,0,1,1
"(346, 221)",1,1,1,0
"(347, 221)",1,0,0,1
"(348, 221)",0,1,1,0
"(349, 221)",0,1,0,1
"(350, 221)",1,1,1,0
"(351, 221)",0,1,0,0
"(352, 221)",1,0,0,1
"(353, 221)",0,0,1,1
"(354, 221)",0,0,1,1
"(355, 221)",0,1,1,0
"(356, 221)",1,1,0,0
"(357, 221)",1,1,0,1
"(358, 221)",0,0,1,1
"(359, 221)",0,1,1,0
"(360, 221)",1,0,0,1
"(361, 221)",0,0,1,1
"(362, 221)",0,1,1,1
"(363, 221)",1,0,1,0
"(364, 221)",1,0,0,0
"(365, 221)",0,1,0,1
"(366, 221)",1,0,1,0
"(367, 221)",1,1,0,0
"(368, 221)",0,1,0,0
"(369, 221)",1,0,0,1
"(370, 221)",0,1,1,0
"(371, 221)",0,1,0,0
"(372, 221)",0,1,0,1
"(373, 221)",0,0,1,1
"(374, 221)",0,0,1,1
"(375, 221)",1,0,1,0
"(376, 221)",1,1,0,0
"(377, 221)",1,0,0,1
"(378, 221)",1,0,1,0
"(379, 221)",1,0,0,1
"(380, 221)",0,1,1,0
"(381, 221)",1,1,0,0
"(382, 221)",1,0,0,1
"(383, 221)",1,1,1,0
"(384, 221)",1,1,0,0
"(385, 221)",1,0,0,0
"(386, 221)",0,1,0,1
"(387, 221)",0,1,1,0
"(388, 221)",1,0,0,1
"(389, 221)",0,1,1,0
"(390, 221)",0,1,0,0
"(391, 221)",1,0,0,1
"(392, 221)",1,0,1,0
"(393, 221)",0,1,0,0
"(394, 221)",1,0,0,1
"(395, 221)",0,1,1,1
"(396, 221)",0,0,1,0
"(397, 221)",1,1,0,0
"(398, 221)",1,1,0,0
"(399, 221)",1,0,0,1
"(400, 221)",1,1,1,0
"(1, 222)",1,0,0,1
"(2, 222)",1,0,1,0
"(3, 222)",0,1,0,1
"(4, 222)",1,1,1,0
"(5, 222)",1,0,0,0
"(6, 222)",1,1,0,0
"(7, 222)",0,1,0,1
"(8, 222)",0,0,1,1
"(9, 222)",0,1,1,0
"(10, 222)",1,1,0,1
"(11, 222)",0,0,1,0
"(12, 222)",1,0,0,1
"(13, 222)",0,1,1,0
"(14, 222)",1,0,0,1
"(15, 222)",0,0,1,1
"(16, 222)",1,0,1,0
"(17, 222)",0,1,0,1
"(18, 222)",0,0,1,1
"(19, 222)",0,0,1,1
"(20, 222)",0,0,1,1
"(21, 222)",0,1,1,0
"(22, 222)",0,1,0,1
"(23, 222)",1,0,1,0
"(24, 222)",1,0,0,1
"(25, 222)",1,0,1,1
"(26, 222)",0,0,1,1
"(27, 222)",0,1,1,0
"(28, 222)",1,1,0,0
"(29, 222)",0,1,0,0
"(30, 222)",1,1,0,0
"(31, 222)",1,0,0,1
"(32, 222)",0,0,1,1
"(33, 222)",0,0,1,0
"(34, 222)",0,1,0,1
"(35, 222)",0,1,1,1
"(36, 222)",1,0,1,0
"(37, 222)",0,1,0,1
"(38, 222)",0,1,1,0
"(39, 222)",1,0,0,1
"(40, 222)",0,1,1,0
"(41, 222)",1,0,0,0
"(42, 222)",1,0,0,1
"(43, 222)",0,1,1,0
"(44, 222)",1,1,0,1
"(45, 222)",0,0,1,0
"(46, 222)",0,1,0,1
"(47, 222)",0,1,1,0
"(48, 222)",1,1,0,0
"(49, 222)",0,1,0,1
"(50, 222)",1,0,1,0
"(51, 222)",0,1,0,1
"(52, 222)",1,0,1,0
"(53, 222)",1,0,0,1
"(54, 222)",1,0,1,0
"(55, 222)",0,1,0,0
"(56, 222)",1,1,0,0
"(57, 222)",1,0,0,1
"(58, 222)",1,0,1,1
"(59, 222)",1,0,1,0
"(60, 222)",0,1,0,1
"(61, 222)",0,0,1,1
"(62, 222)",1,0,1,1
"(63, 222)",1,1,1,0
"(64, 222)",0,1,0,0
"(65, 222)",1,1,0,0
"(66, 222)",1,0,0,1
"(67, 222)",0,0,1,1
"(68, 222)",0,0,1,1
"(69, 222)",0,1,1,0
"(70, 222)",0,1,0,1
"(71, 222)",0,0,1,1
"(72, 222)",0,1,1,0
"(73, 222)",1,1,0,1
"(74, 222)",1,0,1,0
"(75, 222)",1,0,0,1
"(76, 222)",0,0,1,1
"(77, 222)",1,0,1,0
"(78, 222)",1,1,0,0
"(79, 222)",1,0,0,1
"(80, 222)",0,0,1,1
"(81, 222)",1,0,1,0
"(82, 222)",1,1,0,0
"(83, 222)",1,1,0,0
"(84, 222)",1,0,0,1
"(85, 222)",0,0,1,1
"(86, 222)",1,1,1,0
"(87, 222)",1,0,0,1
"(88, 222)",1,0,1,1
"(89, 222)",1,0,1,1
"(90, 222)",0,0,1,0
"(91, 222)",0,1,0,1
"(92, 222)",0,0,1,1
"(93, 222)",0,1,1,1
"(94, 222)",1,0,1,1
"(95, 222)",0,1,1,0
"(96, 222)",1,1,0,0
"(97, 222)",1,0,0,1
"(98, 222)",0,1,1,0
"(99, 222)",1,0,0,0
"(100, 222)",1,1,0,0
"(101, 222)",1,1,0,0
"(102, 222)",1,0,0,1
"(103, 222)",0,1,1,0
"(104, 222)",0,1,0,1
"(105, 222)",0,1,1,0
"(106, 222)",0,1,0,1
"(107, 222)",1,0,1,0
"(108, 222)",1,1,0,0
"(109, 222)",0,1,0,1
"(110, 222)",1,0,1,0
"(111, 222)",1,1,0,0
"(112, 222)",1,0,0,1
"(113, 222)",1,0,1,0
"(114, 222)",0,1,0,1
"(115, 222)",1,0,1,0
"(116, 222)",0,1,0,1
"(117, 222)",0,0,1,1
"(118, 222)",1,0,1,0
"(119, 222)",1,1,0,0
"(120, 222)",1,0,0,0
"(121, 222)",1,1,0,0
"(122, 222)",0,0,0,1
"(123, 222)",1,0,1,0
"(124, 222)",1,0,0,1
"(125, 222)",1,1,1,0
"(126, 222)",1,1,0,0
"(127, 222)",0,1,0,0
"(128, 222)",1,0,0,1
"(129, 222)",1,0,1,0
"(130, 222)",0,1,0,1
"(131, 222)",1,0,1,0
"(132, 222)",1,0,0,1
"(133, 222)",1,0,1,0
"(134, 222)",1,0,0,1
"(135, 222)",1,0,1,0
"(136, 222)",1,1,0,0
"(137, 222)",1,1,0,0
"(138, 222)",1,0,0,1
"(139, 222)",0,0,1,1
"(140, 222)",1,1,1,0
"(141, 222)",1,1,0,0
"(142, 222)",1,0,0,1
"(143, 222)",1,0,1,0
"(144, 222)",0,0,0,1
"(145, 222)",0,1,1,1
"(146, 222)",0,0,1,1
"(147, 222)",0,0,1,1
"(148, 222)",1,0,1,0
"(149, 222)",1,0,0,1
"(150, 222)",0,0,1,1
"(151, 222)",0,1,1,0
"(152, 222)",0,1,0,0
"(153, 222)",1,1,0,0
"(154, 222)",0,1,0,1
"(155, 222)",1,0,1,0
"(156, 222)",0,1,0,1
"(157, 222)",0,0,1,1
"(158, 222)",0,0,1,1
"(159, 222)",1,0,1,0
"(160, 222)",1,0,0,1
"(161, 222)",0,0,1,1
"(162, 222)",0,1,1,0
"(163, 222)",0,1,0,1
"(164, 222)",1,0,1,0
"(165, 222)",0,1,0,1
"(166, 222)",0,1,1,1
"(167, 222)",0,0,1,1
"(168, 222)",1,0,1,0
"(169, 222)",1,0,0,1
"(170, 222)",1,0,1,0
"(171, 222)",1,0,0,0
"(172, 222)",0,1,0,1
"(173, 222)",1,0,1,0
"(174, 222)",0,0,0,1
"(175, 222)",0,0,1,1
"(176, 222)",1,1,1,0
"(177, 222)",0,1,0,1
"(178, 222)",0,0,1,1
"(179, 222)",0,0,1,1
"(180, 222)",0,1,1,1
"(181, 222)",0,1,1,0
"(182, 222)",0,1,0,1
"(183, 222)",0,1,1,1
"(184, 222)",0,1,1,0
"(185, 222)",1,0,0,1
"(186, 222)",0,1,1,1
"(187, 222)",1,0,1,0
"(188, 222)",1,1,0,0
"(189, 222)",1,0,0,1
"(190, 222)",1,0,1,0
"(191, 222)",1,1,0,0
"(192, 222)",0,1,0,1
"(193, 222)",0,0,1,1
"(194, 222)",0,1,1,0
"(195, 222)",1,1,0,0
"(196, 222)",0,1,0,1
"(197, 222)",0,0,1,1
"(198, 222)",0,0,1,1
"(199, 222)",0,0,1,1
"(200, 222)",1,0,1,0
"(201, 222)",0,1,0,0
"(202, 222)",1,0,0,1
"(203, 222)",0,0,1,1
"(204, 222)",0,1,1,0
"(205, 222)",1,1,0,1
"(206, 222)",0,1,1,0
"(207, 222)",1,0,0,1
"(208, 222)",0,0,1,1
"(209, 222)",0,0,1,1
"(210, 222)",1,0,1,0
"(211, 222)",0,1,0,0
"(212, 222)",1,1,0,0
"(213, 222)",0,1,0,1
"(214, 222)",1,1,1,0
"(215, 222)",1,1,0,0
"(216, 222)",1,1,0,0
"(217, 222)",0,1,0,1
"(218, 222)",0,1,1,1
"(219, 222)",0,0,1,1
"(220, 222)",0,0,1,1
"(221, 222)",0,0,1,1
"(222, 222)",1,0,1,1
"(223, 222)",0,0,1,1
"(224, 222)",0,0,1,1
"(225, 222)",0,0,1,1
"(226, 222)",0,1,1,0
"(227, 222)",0,1,0,0
"(228, 222)",1,1,0,0
"(229, 222)",0,1,0,0
"(230, 222)",1,1,0,0
"(231, 222)",1,1,0,1
"(232, 222)",0,0,1,1
"(233, 222)",0,0,1,1
"(234, 222)",0,0,1,1
"(235, 222)",0,0,1,1
"(236, 222)",1,0,1,0
"(237, 222)",1,0,0,1
"(238, 222)",0,1,1,0
"(239, 222)",1,0,0,1
"(240, 222)",1,0,1,0
"(241, 222)",0,1,0,0
"(242, 222)",1,0,0,1
"(243, 222)",0,0,1,1
"(244, 222)",1,0,1,0
"(245, 222)",1,0,0,1
"(246, 222)",1,0,1,1
"(247, 222)",1,0,1,0
"(248, 222)",0,1,0,1
"(249, 222)",0,1,1,0
"(250, 222)",0,1,0,1
"(251, 222)",1,0,1,0
"(252, 222)",0,1,0,0
"(253, 222)",1,0,0,1
"(254, 222)",0,0,1,1
"(255, 222)",0,0,1,1
"(256, 222)",0,0,1,1
"(257, 222)",0,1,1,0
"(258, 222)",1,0,0,1
"(259, 222)",1,0,1,0
"(260, 222)",1,1,0,1
"(261, 222)",0,0,1,1
"(262, 222)",0,1,1,0
"(263, 222)",0,0,0,1
"(264, 222)",0,1,1,1
"(265, 222)",0,0,1,1
"(266, 222)",0,0,1,1
"(267, 222)",1,0,1,0
"(268, 222)",0,1,0,0
"(269, 222)",0,1,0,1
"(270, 222)",0,0,1,1
"(271, 222)",0,0,1,1
"(272, 222)",0,1,1,1
"(273, 222)",1,0,1,1
"(274, 222)",1,0,1,0
"(275, 222)",1,0,0,1
"(276, 222)",0,1,1,1
"(277, 222)",0,0,1,1
"(278, 222)",0,1,1,0
"(279, 222)",1,0,0,1
"(280, 222)",1,0,1,0
"(281, 222)",1,1,0,0
"(282, 222)",1,0,0,1
"(283, 222)",0,0,1,1
"(284, 222)",1,0,1,0
"(285, 222)",1,1,0,0
"(286, 222)",1,0,0,1
"(287, 222)",1,0,1,0
"(288, 222)",1,0,0,0
"(289, 222)",1,1,0,0
"(290, 222)",1,1,0,0
"(291, 222)",1,0,0,1
"(292, 222)",0,0,1,1
"(293, 222)",0,0,1,1
"(294, 222)",0,1,1,0
"(295, 222)",1,1,0,0
"(296, 222)",1,0,0,1
"(297, 222)",0,1,1,0
"(298, 222)",1,1,0,0
"(299, 222)",0,0,0,1
"(300, 222)",0,1,1,1
"(301, 222)",0,0,1,1
"(302, 222)",1,0,1,0
"(303, 222)",1,1,0,0
"(304, 222)",1,0,0,1
"(305, 222)",0,1,1,0
"(306, 222)",0,1,0,1
"(307, 222)",0,0,1,1
"(308, 222)",0,0,1,1
"(309, 222)",0,1,1,0
"(310, 222)",1,1,0,0
"(311, 222)",1,1,0,0
"(312, 222)",1,1,0,0
"(313, 222)",0,1,0,1
"(314, 222)",0,0,1,1
"(315, 222)",1,0,1,0
"(316, 222)",1,1,0,0
"(317, 222)",1,1,0,0
"(318, 222)",1,1,0,0
"(319, 222)",0,1,0,0
"(320, 222)",1,1,0,0
"(321, 222)",1,1,0,1
"(322, 222)",0,1,1,0
"(323, 222)",0,0,0,1
"(324, 222)",1,1,1,0
"(325, 222)",0,1,0,1
"(326, 222)",1,0,1,1
"(327, 222)",1,0,1,0
"(328, 222)",0,1,0,1
"(329, 222)",0,1,1,0
"(330, 222)",1,1,0,0
"(331, 222)",0,1,0,0
"(332, 222)",1,0,0,1
"(333, 222)",0,0,1,1
"(334, 222)",0,1,1,0
"(335, 222)",0,1,0,1
"(336, 222)",0,0,1,1
"(337, 222)",0,1,1,0
"(338, 222)",1,1,0,0
"(339, 222)",1,0,0,1
"(340, 222)",0,1,1,0
"(341, 222)",1,0,0,1
"(342, 222)",0,1,1,0
"(343, 222)",0,1,0,1
"(344, 222)",0,0,1,1
"(345, 222)",0,0,1,1
"(346, 222)",0,1,1,0
"(347, 222)",0,1,0,1
"(348, 222)",1,0,1,0
"(349, 222)",0,0,0,1
"(350, 222)",0,1,1,0
"(351, 222)",1,0,0,1
"(352, 222)",0,1,1,0
"(353, 222)",1,0,0,1
"(354, 222)",0,0,1,1
"(355, 222)",0,0,1,1
"(356, 222)",0,1,1,0
"(357, 222)",0,1,0,1
"(358, 222)",1,0,1,0
"(359, 222)",1,0,0,0
"(360, 222)",0,1,0,1
"(361, 222)",0,0,1,1
"(362, 222)",1,0,1,0
"(363, 222)",0,1,0,1
"(364, 222)",1,1,1,0
"(365, 222)",1,0,0,1
"(366, 222)",0,1,1,0
"(367, 222)",0,1,0,1
"(368, 222)",1,0,1,0
"(369, 222)",1,1,0,1
"(370, 222)",1,0,1,0
"(371, 222)",1,0,0,1
"(372, 222)",1,0,1,1
"(373, 222)",0,0,1,0
"(374, 222)",1,0,0,1
"(375, 222)",0,1,1,0
"(376, 222)",1,1,0,1
"(377, 222)",0,1,1,0
"(378, 222)",0,1,0,1
"(379, 222)",0,1,1,1
"(380, 222)",0,0,1,1
"(381, 222)",0,1,1,0
"(382, 222)",1,1,0,0
"(383, 222)",1,1,0,0
"(384, 222)",0,1,0,1
"(385, 222)",0,1,1,1
"(386, 222)",1,0,1,0
"(387, 222)",1,0,0,0
"(388, 222)",0,1,0,1
"(389, 222)",0,0,1,1
"(390, 222)",0,0,1,1
"(391, 222)",0,1,1,0
"(392, 222)",0,1,0,1
"(393, 222)",1,0,1,0
"(394, 222)",1,1,0,1
"(395, 222)",0,0,1,0
"(396, 222)",1,0,0,1
"(397, 222)",1,1,1,0
"(398, 222)",1,1,0,0
"(399, 222)",1,1,0,0
"(400, 222)",0,1,0,0
"(1, 223)",1,1,0,0
"(2, 223)",0,1,0,1
"(3, 223)",1,0,1,0
"(4, 223)",1,1,0,1
"(5, 223)",0,1,1,0
"(6, 223)",1,1,0,0
"(7, 223)",1,0,0,1
"(8, 223)",1,0,1,0
"(9, 223)",0,0,0,1
"(10, 223)",0,1,1,1
"(11, 223)",0,0,1,1
"(12, 223)",0,1,1,1
"(13, 223)",1,0,1,0
"(14, 223)",1,1,0,1
"(15, 223)",1,0,1,0
"(16, 223)",0,1,0,1
"(17, 223)",0,0,1,1
"(18, 223)",0,0,1,1
"(19, 223)",0,0,1,1
"(20, 223)",1,0,1,0
"(21, 223)",1,0,0,1
"(22, 223)",0,0,1,1
"(23, 223)",1,1,1,0
"(24, 223)",1,1,0,0
"(25, 223)",0,1,0,1
"(26, 223)",0,0,1,1
"(27, 223)",1,0,1,0
"(28, 223)",0,1,0,1
"(29, 223)",0,0,1,1
"(30, 223)",0,1,1,0
"(31, 223)",1,1,0,1
"(32, 223)",0,0,1,1
"(33, 223)",0,0,1,1
"(34, 223)",0,0,1,1
"(35, 223)",1,0,1,0
"(36, 223)",0,1,0,1
"(37, 223)",1,0,1,0
"(38, 223)",1,0,0,1
"(39, 223)",0,1,1,0
"(40, 223)",0,0,0,1
"(41, 223)",0,1,1,1
"(42, 223)",1,1,1,0
"(43, 223)",1,0,0,1
"(44, 223)",0,1,1,0
"(45, 223)",1,0,0,1
"(46, 223)",0,0,1,1
"(47, 223)",0,0,1,1
"(48, 223)",0,1,1,0
"(49, 223)",1,0,0,0
"(50, 223)",1,1,0,0
"(51, 223)",1,0,0,0
"(52, 223)",1,1,0,0
"(53, 223)",1,1,0,0
"(54, 223)",1,1,0,0
"(55, 223)",1,0,0,1
"(56, 223)",0,1,1,0
"(57, 223)",0,1,0,0
"(58, 223)",1,1,0,0
"(59, 223)",1,1,0,0
"(60, 223)",1,0,0,1
"(61, 223)",0,0,1,1
"(62, 223)",0,1,1,0
"(63, 223)",1,1,0,0
"(64, 223)",1,0,0,1
"(65, 223)",0,1,1,0
"(66, 223)",0,1,0,1
"(67, 223)",1,0,1,1
"(68, 223)",0,0,1,1
"(69, 223)",0,0,1,1
"(70, 223)",1,0,1,0
"(71, 223)",1,0,0,1
"(72, 223)",0,0,1,1
"(73, 223)",0,1,1,0
"(74, 223)",1,1,0,0
"(75, 223)",1,1,0,0
"(76, 223)",1,0,0,0
"(77, 223)",0,1,0,1
"(78, 223)",0,1,1,0
"(79, 223)",1,1,0,0
"(80, 223)",1,0,0,0
"(81, 223)",1,1,0,0
"(82, 223)",0,1,0,0
"(83, 223)",1,1,0,0
"(84, 223)",1,1,0,0
"(85, 223)",1,0,0,0
"(86, 223)",0,1,0,1
"(87, 223)",0,1,1,0
"(88, 223)",1,1,0,0
"(89, 223)",0,1,0,0
"(90, 223)",1,0,0,1
"(91, 223)",0,0,1,1
"(92, 223)",0,0,1,1
"(93, 223)",1,0,1,0
"(94, 223)",0,1,0,0
"(95, 223)",1,0,0,1
"(96, 223)",0,1,1,0
"(97, 223)",1,1,0,0
"(98, 223)",1,0,0,1
"(99, 223)",0,1,1,1
"(100, 223)",0,1,1,0
"(101, 223)",0,1,0,1
"(102, 223)",0,1,1,0
"(103, 223)",1,0,0,0
"(104, 223)",1,0,0,1
"(105, 223)",1,0,1,1
"(106, 223)",0,0,1,0
"(107, 223)",1,1,0,0
"(108, 223)",1,1,0,0
"(109, 223)",1,0,0,1
"(110, 223)",0,1,1,0
"(111, 223)",1,1,0,1
"(112, 223)",0,1,1,0
"(113, 223)",0,1,0,1
"(114, 223)",1,0,1,0
"(115, 223)",1,1,0,0
"(116, 223)",1,0,0,1
"(117, 223)",0,0,1,1
"(118, 223)",1,1,1,0
"(119, 223)",1,1,0,0
"(120, 223)",0,1,0,1
"(121, 223)",0,1,1,1
"(122, 223)",0,0,1,1
"(123, 223)",0,1,1,0
"(124, 223)",1,1,0,0
"(125, 223)",0,1,0,0
"(126, 223)",0,1,0,1
"(127, 223)",0,0,1,1
"(128, 223)",0,1,1,0
"(129, 223)",0,1,0,1
"(130, 223)",1,0,1,0
"(131, 223)",0,1,0,1
"(132, 223)",0,1,1,0
"(133, 223)",1,1,0,0
"(134, 223)",1,1,0,0
"(135, 223)",1,1,0,0
"(136, 223)",0,1,0,1
"(137, 223)",0,1,1,0
"(138, 223)",1,1,0,0
"(139, 223)",1,0,0,0
"(140, 223)",1,1,0,0
"(141, 223)",0,1,0,1
"(142, 223)",0,1,1,0
"(143, 223)",0,1,0,1
"(144, 223)",1,0,1,0
"(145, 223)",1,0,0,1
"(146, 223)",1,0,1,0
"(147, 223)",1,0,0,0
"(148, 223)",1,1,0,0
"(149, 223)",1,1,0,0
"(150, 223)",1,0,0,1
"(151, 223)",0,0,1,1
"(152, 223)",0,0,1,1
"(153, 223)",0,1,1,0
"(154, 223)",1,0,0,1
"(155, 223)",0,1,1,1
"(156, 223)",1,0,1,0
"(157, 223)",1,0,0,1
"(158, 223)",0,0,1,1
"(159, 223)",0,1,1,0
"(160, 223)",0,1,0,1
"(161, 223)",0,0,1,1
"(162, 223)",1,0,1,0
"(163, 223)",1,0,0,1
"(164, 223)",0,1,1,0
"(165, 223)",1,0,0,1
"(166, 223)",1,0,1,0
"(167, 223)",1,0,0,1
"(168, 223)",0,1,1,1
"(169, 223)",0,1,1,0
"(170, 223)",0,1,0,1
"(171, 223)",0,1,1,1
"(172, 223)",1,0,1,0
"(173, 223)",0,1,0,1
"(174, 223)",1,0,1,0
"(175, 223)",1,0,0,1
"(176, 223)",0,1,1,1
"(177, 223)",1,0,1,0
"(178, 223)",0,0,0,1
"(179, 223)",1,0,1,0
"(180, 223)",1,0,0,1
"(181, 223)",1,0,1,1
"(182, 223)",0,0,1,1
"(183, 223)",0,0,1,1
"(184, 223)",1,0,1,0
"(185, 223)",0,1,0,1
"(186, 223)",1,0,1,0
"(187, 223)",1,1,0,0
"(188, 223)",1,1,0,0
"(189, 223)",1,1,0,0
"(190, 223)",0,1,0,1
"(191, 223)",0,1,1,1
"(192, 223)",0,0,1,1
"(193, 223)",0,0,1,1
"(194, 223)",1,0,1,0
"(195, 223)",1,1,0,0
"(196, 223)",1,0,0,1
"(197, 223)",1,0,1,0
"(198, 223)",1,0,0,1
"(199, 223)",1,0,1,0
"(200, 223)",0,1,0,1
"(201, 223)",0,0,1,1
"(202, 223)",0,1,1,0
"(203, 223)",0,0,0,1
"(204, 223)",1,0,1,0
"(205, 223)",1,1,0,0
"(206, 223)",1,0,0,1
"(207, 223)",0,1,1,0
"(208, 223)",1,0,0,1
"(209, 223)",0,0,1,0
"(210, 223)",0,1,0,1
"(211, 223)",1,0,1,0
"(212, 223)",0,1,0,1
"(213, 223)",1,0,1,0
"(214, 223)",1,1,0,0
"(215, 223)",0,1,0,1
"(216, 223)",0,1,1,0
"(217, 223)",1,0,0,1
"(218, 223)",1,0,1,0
"(219, 223)",1,0,0,1
"(220, 223)",0,0,1,1
"(221, 223)",1,0,1,0
"(222, 223)",0,1,0,0
"(223, 223)",1,0,0,1
"(224, 223)",0,0,1,1
"(225, 223)",0,0,1,1
"(226, 223)",0,0,1,1
"(227, 223)",1,0,1,0
"(228, 223)",1,1,0,0
"(229, 223)",1,0,0,1
"(230, 223)",0,1,1,0
"(231, 223)",0,1,0,0
"(232, 223)",1,0,0,1
"(233, 223)",0,0,1,1
"(234, 223)",0,0,1,1
"(235, 223)",1,0,1,0
"(236, 223)",1,1,0,0
"(237, 223)",1,1,0,0
"(238, 223)",1,0,0,0
"(239, 223)",1,1,0,0
"(240, 223)",0,1,0,1
"(241, 223)",0,0,1,1
"(242, 223)",0,1,1,1
"(243, 223)",0,0,1,0
"(244, 223)",0,1,0,1
"(245, 223)",0,1,1,0
"(246, 223)",1,1,0,0
"(247, 223)",0,1,0,0
"(248, 223)",1,0,0,1
"(249, 223)",1,0,1,1
"(250, 223)",0,0,1,0
"(251, 223)",0,1,0,1
"(252, 223)",1,0,1,0
"(253, 223)",1,1,0,0
"(254, 223)",1,0,0,0
"(255, 223)",1,0,0,1
"(256, 223)",0,0,1,1
"(257, 223)",0,0,1,1
"(258, 223)",0,1,1,0
"(259, 223)",0,1,0,1
"(260, 223)",0,1,1,0
"(261, 223)",1,0,0,1
"(262, 223)",0,0,1,1
"(263, 223)",1,0,1,0
"(264, 223)",1,0,0,1
"(265, 223)",1,0,1,0
"(266, 223)",0,0,0,1
"(267, 223)",0,1,1,1
"(268, 223)",1,0,1,0
"(269, 223)",1,0,0,1
"(270, 223)",0,0,1,1
"(271, 223)",0,0,1,1
"(272, 223)",0,0,1,1
"(273, 223)",0,1,1,0
"(274, 223)",1,1,0,0
"(275, 223)",0,1,0,1
"(276, 223)",1,0,1,0
"(277, 223)",1,0,0,1
"(278, 223)",0,0,1,1
"(279, 223)",0,1,1,0
"(280, 223)",1,1,0,0
"(281, 223)",1,1,0,0
"(282, 223)",1,1,0,0
"(283, 223)",1,0,0,1
"(284, 223)",0,1,1,0
"(285, 223)",0,1,0,1
"(286, 223)",0,1,1,0
"(287, 223)",1,1,0,0
"(288, 223)",1,1,0,0
"(289, 223)",1,1,0,0
"(290, 223)",0,1,0,1
"(291, 223)",0,1,1,0
"(292, 223)",1,0,0,1
"(293, 223)",1,0,1,1
"(294, 223)",0,0,1,0
"(295, 223)",1,1,0,0
"(296, 223)",1,1,0,0
"(297, 223)",0,0,0,1
"(298, 223)",0,1,1,1
"(299, 223)",1,0,1,1
"(300, 223)",0,0,1,1
"(301, 223)",1,0,1,0
"(302, 223)",0,1,0,0
"(303, 223)",1,1,0,0
"(304, 223)",0,1,0,1
"(305, 223)",1,0,1,1
"(306, 223)",0,0,1,1
"(307, 223)",1,0,1,1
"(308, 223)",0,0,1,1
"(309, 223)",1,0,1,0
"(310, 223)",1,1,0,0
"(311, 223)",1,1,0,0
"(312, 223)",0,1,0,1
"(313, 223)",0,0,1,1
"(314, 223)",1,0,1,0
"(315, 223)",1,1,0,0
"(316, 223)",0,1,0,0
"(317, 223)",0,1,0,1
"(318, 223)",0,1,1,1
"(319, 223)",1,0,1,0
"(320, 223)",1,1,0,0
"(321, 223)",0,1,0,1
"(322, 223)",1,0,1,0
"(323, 223)",1,0,0,1
"(324, 223)",0,1,1,0
"(325, 223)",1,0,0,1
"(326, 223)",0,1,1,0
"(327, 223)",1,1,0,1
"(328, 223)",0,0,1,1
"(329, 223)",0,0,1,0
"(330, 223)",0,1,0,1
"(331, 223)",0,0,1,1
"(332, 223)",0,1,1,0
"(333, 223)",1,0,0,1
"(334, 223)",0,0,1,1
"(335, 223)",1,0,1,0
"(336, 223)",1,0,0,0
"(337, 223)",1,0,0,1
"(338, 223)",0,1,1,0
"(339, 223)",0,1,0,1
"(340, 223)",1,0,1,0
"(341, 223)",0,1,0,1
"(342, 223)",0,0,1,1
"(343, 223)",0,0,1,1
"(344, 223)",1,0,1,0
"(345, 223)",1,0,0,1
"(346, 223)",1,0,1,1
"(347, 223)",0,0,1,0
"(348, 223)",0,1,0,1
"(349, 223)",0,0,1,1
"(350, 223)",1,0,1,0
"(351, 223)",1,1,0,0
"(352, 223)",1,0,0,1
"(353, 223)",0,1,1,0
"(354, 223)",1,0,0,0
"(355, 223)",1,0,0,1
"(356, 223)",0,0,1,1
"(357, 223)",1,0,1,0
"(358, 223)",0,1,0,1
"(359, 223)",0,1,1,1
"(360, 223)",0,0,1,1
"(361, 223)",1,0,1,0
"(362, 223)",0,1,0,1
"(363, 223)",1,0,1,0
"(364, 223)",0,1,0,0
"(365, 223)",1,1,0,0
"(366, 223)",1,0,0,0
"(367, 223)",1,0,0,1
"(368, 223)",0,1,1,0
"(369, 223)",1,1,0,0
"(370, 223)",0,1,0,1
"(371, 223)",0,1,1,0
"(372, 223)",0,1,0,1
"(373, 223)",0,0,1,1
"(374, 223)",0,1,1,0
"(375, 223)",1,0,0,0
"(376, 223)",0,1,0,1
"(377, 223)",1,0,1,1
