  cell  ,E,W,N,S
"(63, 96)",0,0,1,1
"(64, 96)",1,1,1,0
"(65, 96)",1,1,0,0
"(66, 96)",1,0,0,1
"(67, 96)",0,1,1,0
"(68, 96)",1,0,0,1
"(69, 96)",0,0,1,1
"(70, 96)",1,0,1,0
"(71, 96)",0,1,0,0
"(72, 96)",1,1,0,0
"(73, 96)",1,0,0,1
"(74, 96)",0,1,1,0
"(75, 96)",1,1,0,0
"(76, 96)",1,1,0,0
"(77, 96)",1,1,0,0
"(78, 96)",1,1,0,0
"(79, 96)",0,0,0,1
"(80, 96)",1,0,1,1
"(81, 96)",1,0,1,0
"(82, 96)",1,0,0,1
"(83, 96)",0,0,1,1
"(84, 96)",0,0,1,1
"(85, 96)",0,1,1,0
"(86, 96)",1,1,0,0
"(87, 96)",1,1,0,0
"(88, 96)",1,1,0,0
"(89, 96)",1,0,0,1
"(90, 96)",0,0,1,1
"(91, 96)",0,1,1,0
"(92, 96)",1,1,0,0
"(93, 96)",0,0,0,1
"(94, 96)",0,1,1,1
"(95, 96)",1,0,1,0
"(96, 96)",1,1,0,0
"(97, 96)",0,0,0,1
"(98, 96)",1,0,1,1
"(99, 96)",0,0,1,1
"(100, 96)",1,0,1,0
"(101, 96)",1,1,0,0
"(102, 96)",0,1,0,1
"(103, 96)",0,1,1,1
"(104, 96)",0,1,1,0
"(105, 96)",1,1,0,0
"(106, 96)",0,1,0,1
"(107, 96)",0,0,1,1
"(108, 96)",0,0,1,1
"(109, 96)",0,1,1,0
"(110, 96)",1,0,0,0
"(111, 96)",0,1,0,1
"(112, 96)",0,0,1,1
"(113, 96)",0,0,1,1
"(114, 96)",0,0,1,1
"(115, 96)",1,1,1,0
"(116, 96)",0,1,0,0
"(117, 96)",0,1,0,1
"(118, 96)",0,0,1,1
"(119, 96)",1,0,1,0
"(120, 96)",1,0,0,1
"(121, 96)",0,0,1,1
"(122, 96)",0,1,1,0
"(123, 96)",1,0,0,1
"(124, 96)",0,0,1,1
"(125, 96)",1,1,1,0
"(126, 96)",0,1,0,1
"(127, 96)",1,0,1,0
"(128, 96)",0,1,0,1
"(129, 96)",1,0,1,0
"(130, 96)",1,1,0,0
"(131, 96)",1,1,0,0
"(132, 96)",0,0,0,1
"(133, 96)",0,1,1,1
"(134, 96)",0,0,1,0
"(135, 96)",0,1,0,1
"(136, 96)",1,1,1,0
"(137, 96)",1,0,0,0
"(138, 96)",0,1,0,1
"(139, 96)",1,0,1,0
"(140, 96)",1,0,0,1
"(141, 96)",0,0,1,1
"(142, 96)",0,0,1,0
"(143, 96)",1,0,0,1
"(144, 96)",0,0,1,1
"(145, 96)",1,0,1,0
"(146, 96)",0,1,0,1
"(147, 96)",1,0,1,0
"(148, 96)",1,0,0,0
"(149, 96)",1,1,0,0
"(150, 96)",1,1,0,0
"(151, 96)",1,1,0,0
"(152, 96)",0,1,0,0
"(153, 96)",1,1,0,0
"(154, 96)",0,0,0,1
"(155, 96)",0,1,1,1
"(156, 96)",1,0,1,0
"(157, 96)",1,1,0,0
"(158, 96)",1,1,0,0
"(159, 96)",1,1,0,0
"(160, 96)",0,1,0,1
"(161, 96)",1,0,1,0
"(162, 96)",1,0,0,1
"(163, 96)",0,0,1,1
"(164, 96)",0,0,1,1
"(165, 96)",1,0,1,0
"(166, 96)",1,1,0,0
"(167, 96)",0,1,0,1
"(168, 96)",0,1,1,0
"(169, 96)",1,1,0,0
"(170, 96)",1,1,0,0
"(171, 96)",1,1,0,1
"(172, 96)",0,0,1,0
"(173, 96)",0,1,0,1
"(174, 96)",0,0,1,1
"(175, 96)",0,0,1,1
"(176, 96)",1,1,1,0
"(177, 96)",0,0,0,1
"(178, 96)",1,0,1,1
"(179, 96)",0,0,1,1
"(180, 96)",1,0,1,1
"(181, 96)",1,0,1,0
"(182, 96)",1,1,0,0
"(183, 96)",0,1,0,1
"(184, 96)",0,0,1,1
"(185, 96)",0,0,1,1
"(186, 96)",0,0,1,1
"(187, 96)",0,0,1,1
"(188, 96)",1,0,1,0
"(189, 96)",1,1,0,0
"(190, 96)",1,1,0,0
"(191, 96)",1,0,0,1
"(192, 96)",0,1,1,0
"(193, 96)",1,0,0,0
"(194, 96)",0,1,0,1
"(195, 96)",0,1,1,0
"(196, 96)",0,1,0,1
"(197, 96)",1,1,1,0
"(198, 96)",1,0,0,1
"(199, 96)",0,1,1,0
"(200, 96)",1,0,0,0
"(1, 97)",1,1,0,0
"(2, 97)",0,1,0,1
"(3, 97)",1,0,1,0
"(4, 97)",1,1,0,0
"(5, 97)",1,0,0,1
"(6, 97)",1,0,1,0
"(7, 97)",1,0,0,0
"(8, 97)",1,0,0,1
"(9, 97)",0,1,1,0
"(10, 97)",1,0,0,0
"(11, 97)",1,1,0,1
"(12, 97)",0,0,1,0
"(13, 97)",1,0,0,1
"(14, 97)",1,1,1,0
"(15, 97)",0,1,0,1
"(16, 97)",0,0,1,1
"(17, 97)",0,1,1,0
"(18, 97)",0,1,0,1
"(19, 97)",0,1,1,0
"(20, 97)",1,1,0,0
"(21, 97)",0,1,0,1
"(22, 97)",1,1,1,0
"(23, 97)",0,1,0,0
"(24, 97)",1,1,0,0
"(25, 97)",0,1,0,1
"(26, 97)",0,0,1,0
"(27, 97)",1,1,0,0
"(28, 97)",1,1,0,0
"(29, 97)",1,0,0,1
"(30, 97)",1,0,1,0
"(31, 97)",1,0,0,1
"(32, 97)",1,1,1,0
"(33, 97)",0,1,0,1
"(34, 97)",1,0,1,0
"(35, 97)",1,0,0,0
"(36, 97)",1,0,0,1
"(37, 97)",0,0,1,1
"(38, 97)",0,0,1,1
"(39, 97)",0,1,1,0
"(40, 97)",1,1,0,0
"(41, 97)",1,1,0,1
"(42, 97)",0,0,1,1
"(43, 97)",0,0,1,1
"(44, 97)",1,1,1,0
"(45, 97)",0,0,0,1
"(46, 97)",0,0,1,1
"(47, 97)",0,0,1,1
"(48, 97)",1,0,1,0
"(49, 97)",1,0,0,1
"(50, 97)",0,0,1,1
"(51, 97)",0,1,1,0
"(52, 97)",1,0,0,0
"(53, 97)",1,1,0,0
"(54, 97)",1,1,0,1
"(55, 97)",0,0,1,1
"(56, 97)",0,0,1,1
"(57, 97)",0,1,1,0
"(58, 97)",1,1,0,0
"(59, 97)",1,1,0,0
"(60, 97)",0,1,0,0
"(61, 97)",1,0,0,1
"(62, 97)",0,0,1,1
"(63, 97)",1,0,1,0
"(64, 97)",0,1,0,1
"(65, 97)",1,1,1,0
"(66, 97)",0,1,0,1
"(67, 97)",1,0,1,1
"(68, 97)",0,1,1,1
"(69, 97)",0,0,1,0
"(70, 97)",0,1,0,1
"(71, 97)",1,0,1,0
"(72, 97)",0,1,0,1
"(73, 97)",0,1,1,0
"(74, 97)",1,0,0,1
"(75, 97)",1,1,1,0
"(76, 97)",0,1,0,1
"(77, 97)",0,1,1,0
"(78, 97)",0,1,0,1
"(79, 97)",1,0,1,0
"(80, 97)",1,1,0,0
"(81, 97)",1,1,0,0
"(82, 97)",0,1,0,1
"(83, 97)",0,0,1,1
"(84, 97)",1,0,1,0
"(85, 97)",1,0,0,1
"(86, 97)",1,1,1,0
"(87, 97)",1,1,0,1
"(88, 97)",0,1,1,0
"(89, 97)",0,1,0,1
"(90, 97)",0,0,1,1
"(91, 97)",1,0,1,0
"(92, 97)",0,1,0,1
"(93, 97)",0,0,1,1
"(94, 97)",1,0,1,1
"(95, 97)",0,1,1,0
"(96, 97)",0,1,0,1
"(97, 97)",0,0,1,1
"(98, 97)",0,1,1,0
"(99, 97)",0,0,0,1
"(100, 97)",0,1,1,0
"(101, 97)",0,1,0,1
"(102, 97)",1,0,1,0
"(103, 97)",1,0,0,1
"(104, 97)",1,0,1,1
"(105, 97)",0,1,1,0
"(106, 97)",1,0,0,1
"(107, 97)",0,0,1,1
"(108, 97)",1,0,1,1
"(109, 97)",0,0,1,1
"(110, 97)",0,1,1,1
"(111, 97)",1,0,1,1
"(112, 97)",0,0,1,1
"(113, 97)",0,0,1,1
"(114, 97)",0,0,1,0
"(115, 97)",1,1,0,0
"(116, 97)",1,0,0,1
"(117, 97)",0,0,1,1
"(118, 97)",1,0,1,0
"(119, 97)",1,1,0,0
"(120, 97)",0,1,0,1
"(121, 97)",1,0,1,0
"(122, 97)",0,0,0,1
"(123, 97)",1,1,1,0
"(124, 97)",0,0,0,1
"(125, 97)",0,1,1,0
"(126, 97)",1,0,0,1
"(127, 97)",0,1,1,0
"(128, 97)",1,0,0,0
"(129, 97)",1,1,0,0
"(130, 97)",1,1,0,0
"(131, 97)",0,1,0,1
"(132, 97)",0,0,1,1
"(133, 97)",0,0,1,1
"(134, 97)",0,0,1,1
"(135, 97)",1,0,1,0
"(136, 97)",0,1,0,1
"(137, 97)",0,1,1,1
"(138, 97)",0,0,1,0
"(139, 97)",1,1,0,0
"(140, 97)",1,1,0,1
"(141, 97)",0,0,1,1
"(142, 97)",1,0,1,0
"(143, 97)",0,1,0,1
"(144, 97)",1,0,1,0
"(145, 97)",0,1,0,1
"(146, 97)",0,0,1,1
"(147, 97)",0,1,1,0
"(148, 97)",1,1,0,1
"(149, 97)",0,1,1,0
"(150, 97)",1,1,0,0
"(151, 97)",0,1,0,1
"(152, 97)",0,0,1,1
"(153, 97)",0,1,1,1
"(154, 97)",0,0,1,1
"(155, 97)",1,0,1,0
"(156, 97)",0,1,0,1
"(157, 97)",0,1,1,0
"(158, 97)",1,1,0,0
"(159, 97)",1,1,0,0
"(160, 97)",1,0,0,1
"(161, 97)",0,1,1,0
"(162, 97)",0,1,0,1
"(163, 97)",1,0,1,0
"(164, 97)",1,0,0,0
"(165, 97)",0,1,0,1
"(166, 97)",0,1,1,0
"(167, 97)",1,0,0,1
"(168, 97)",1,0,1,0
"(169, 97)",0,1,0,1
"(170, 97)",0,1,1,1
"(171, 97)",0,1,1,0
"(172, 97)",1,0,0,1
"(173, 97)",0,0,1,1
"(174, 97)",0,0,1,1
"(175, 97)",1,0,1,0
"(176, 97)",0,1,0,1
"(177, 97)",1,0,1,0
"(178, 97)",0,1,0,0
"(179, 97)",1,0,0,1
"(180, 97)",1,1,1,0
"(181, 97)",0,1,0,0
"(182, 97)",0,1,0,1
"(183, 97)",1,0,1,1
"(184, 97)",1,0,1,1
"(185, 97)",1,0,1,0
"(186, 97)",1,0,0,1
"(187, 97)",0,0,1,1
"(188, 97)",0,1,1,0
"(189, 97)",1,1,0,0
"(190, 97)",1,1,0,0
"(191, 97)",0,1,0,1
"(192, 97)",1,0,1,0
"(193, 97)",0,1,0,1
"(194, 97)",0,0,1,1
"(195, 97)",0,0,1,1
"(196, 97)",0,0,1,1
"(197, 97)",0,1,1,0
"(198, 97)",0,1,0,1
"(199, 97)",1,0,1,0
"(200, 97)",1,1,0,0
"(1, 98)",1,1,0,1
"(2, 98)",0,0,1,1
"(3, 98)",0,1,1,0
"(4, 98)",0,1,0,1
"(5, 98)",0,1,1,0
"(6, 98)",1,1,0,0
"(7, 98)",1,1,0,0
"(8, 98)",0,1,0,1
"(9, 98)",1,0,1,0
"(10, 98)",1,1,0,1
"(11, 98)",0,1,1,0
"(12, 98)",1,0,0,1
"(13, 98)",0,1,1,0
"(14, 98)",1,1,0,0
"(15, 98)",1,0,0,1
"(16, 98)",0,0,1,1
"(17, 98)",1,0,1,1
"(18, 98)",0,0,1,1
"(19, 98)",0,0,1,1
"(20, 98)",0,1,1,0
"(21, 98)",0,0,0,1
"(22, 98)",1,1,1,0
"(23, 98)",1,0,0,1
"(24, 98)",0,1,1,0
"(25, 98)",1,0,0,1
"(26, 98)",1,0,1,0
"(27, 98)",1,1,0,0
"(28, 98)",1,1,0,1
"(29, 98)",0,1,1,0
"(30, 98)",0,1,0,1
"(31, 98)",0,1,1,0
"(32, 98)",0,1,0,1
"(33, 98)",1,0,1,1
"(34, 98)",0,1,1,1
"(35, 98)",0,1,1,0
"(36, 98)",0,1,0,1
"(37, 98)",1,0,1,1
"(38, 98)",0,0,1,1
"(39, 98)",0,0,1,1
"(40, 98)",0,1,1,0
"(41, 98)",1,1,0,0
"(42, 98)",1,0,0,1
"(43, 98)",0,0,1,0
"(44, 98)",1,1,0,1
"(45, 98)",0,0,1,1
"(46, 98)",0,0,1,1
"(47, 98)",0,0,1,1
"(48, 98)",0,1,1,0
"(49, 98)",0,1,0,1
"(50, 98)",1,0,1,0
"(51, 98)",1,0,0,1
"(52, 98)",1,1,1,0
"(53, 98)",1,1,0,0
"(54, 98)",0,1,0,1
"(55, 98)",0,0,1,1
"(56, 98)",0,0,1,1
"(57, 98)",0,0,1,1
"(58, 98)",0,1,1,0
"(59, 98)",1,1,0,0
"(60, 98)",1,0,0,1
"(61, 98)",0,1,1,1
"(62, 98)",0,0,1,0
"(63, 98)",0,1,0,1
"(64, 98)",1,0,1,0
"(65, 98)",0,1,0,1
"(66, 98)",1,0,1,0
"(67, 98)",0,1,0,0
"(68, 98)",1,0,0,1
"(69, 98)",1,0,1,0
"(70, 98)",1,0,0,1
"(71, 98)",1,1,1,0
"(72, 98)",0,0,0,1
"(73, 98)",1,0,1,1
"(74, 98)",0,1,1,0
"(75, 98)",0,1,0,0
"(76, 98)",1,0,0,1
"(77, 98)",1,0,1,0
"(78, 98)",1,0,0,1
"(79, 98)",0,1,1,0
"(80, 98)",1,1,0,0
"(81, 98)",1,1,0,0
"(82, 98)",1,0,0,1
"(83, 98)",1,0,1,0
"(84, 98)",1,1,0,0
"(85, 98)",1,1,0,0
"(86, 98)",1,1,0,0
"(87, 98)",1,1,0,0
"(88, 98)",1,0,0,1
"(89, 98)",1,0,1,0
"(90, 98)",1,0,0,1
"(91, 98)",1,1,1,0
"(92, 98)",1,0,0,1
"(93, 98)",1,0,1,0
"(94, 98)",1,1,0,0
"(95, 98)",1,0,0,1
"(96, 98)",0,0,1,1
"(97, 98)",0,0,1,1
"(98, 98)",0,0,1,1
"(99, 98)",0,0,1,1
"(100, 98)",0,0,1,1
"(101, 98)",1,0,1,0
"(102, 98)",1,1,0,0
"(103, 98)",1,1,0,0
"(104, 98)",0,1,0,1
"(105, 98)",0,0,1,1
"(106, 98)",0,1,1,1
"(107, 98)",0,0,1,0
"(108, 98)",1,1,0,1
"(109, 98)",0,0,1,1
"(110, 98)",1,0,1,0
"(111, 98)",0,1,0,0
"(112, 98)",1,0,0,1
"(113, 98)",1,0,1,0
"(114, 98)",1,0,0,1
"(115, 98)",0,1,1,0
"(116, 98)",0,1,0,1
"(117, 98)",1,0,1,0
"(118, 98)",0,1,0,1
"(119, 98)",0,1,1,0
"(120, 98)",1,0,0,0
"(121, 98)",1,1,0,1
"(122, 98)",0,0,1,1
"(123, 98)",0,1,1,0
"(124, 98)",1,0,0,1
"(125, 98)",1,0,1,0
"(126, 98)",0,1,0,1
"(127, 98)",1,0,1,0
"(128, 98)",1,1,0,1
"(129, 98)",0,1,1,0
"(130, 98)",0,1,0,1
"(131, 98)",1,0,1,0
"(132, 98)",1,0,0,1
"(133, 98)",1,0,1,0
"(134, 98)",1,0,0,1
"(135, 98)",0,1,1,0
"(136, 98)",1,0,0,1
"(137, 98)",0,0,1,1
"(138, 98)",0,0,1,1
"(139, 98)",0,1,1,0
"(140, 98)",1,1,0,1
"(141, 98)",0,0,1,0
"(142, 98)",1,1,0,1
"(143, 98)",1,0,1,0
"(144, 98)",0,1,0,1
"(145, 98)",0,0,1,1
"(146, 98)",1,0,1,0
"(147, 98)",1,0,0,0
"(148, 98)",0,1,0,1
"(149, 98)",1,0,1,0
"(150, 98)",1,1,0,1
"(151, 98)",0,0,1,1
"(152, 98)",1,0,1,0
"(153, 98)",1,0,0,0
"(154, 98)",1,0,0,1
"(155, 98)",0,1,1,0
"(156, 98)",1,0,0,1
"(157, 98)",1,0,1,0
"(158, 98)",1,1,0,1
"(159, 98)",0,1,1,0
"(160, 98)",1,1,0,0
"(161, 98)",1,0,0,1
"(162, 98)",1,0,1,0
"(163, 98)",0,1,0,1
"(164, 98)",0,1,1,1
"(165, 98)",1,0,1,0
"(166, 98)",1,0,0,1
"(167, 98)",1,1,1,0
"(168, 98)",0,1,0,1
"(169, 98)",0,0,1,1
"(170, 98)",0,0,1,1
"(171, 98)",0,0,1,1
"(172, 98)",0,1,1,0
"(173, 98)",1,0,0,1
"(174, 98)",0,0,1,0
"(175, 98)",0,1,0,1
"(176, 98)",1,0,1,0
"(177, 98)",0,1,0,1
"(178, 98)",0,0,1,1
"(179, 98)",0,1,1,0
"(180, 98)",1,1,0,0
"(181, 98)",1,0,0,1
"(182, 98)",1,0,1,0
"(183, 98)",1,1,0,0
"(184, 98)",1,1,0,0
"(185, 98)",0,1,0,0
"(186, 98)",1,1,0,0
"(187, 98)",1,0,0,1
"(188, 98)",0,0,1,1
"(189, 98)",0,1,1,0
"(190, 98)",0,1,0,1
"(191, 98)",1,0,1,0
"(192, 98)",1,1,0,1
"(193, 98)",0,0,1,1
"(194, 98)",1,0,1,0
"(195, 98)",1,0,0,1
"(196, 98)",1,0,1,0
"(197, 98)",1,0,0,1
"(198, 98)",0,0,1,1
"(199, 98)",0,1,1,0
"(200, 98)",1,1,0,0
"(1, 99)",0,1,0,1
"(2, 99)",0,0,1,1
"(3, 99)",0,0,1,1
"(4, 99)",1,0,1,0
"(5, 99)",1,0,0,1
"(6, 99)",0,1,1,0
"(7, 99)",1,1,0,1
"(8, 99)",0,0,1,0
"(9, 99)",1,1,0,0
"(10, 99)",0,1,0,0
"(11, 99)",1,0,0,1
"(12, 99)",0,1,1,0
"(13, 99)",1,0,0,0
"(14, 99)",1,1,0,0
"(15, 99)",1,1,0,0
"(16, 99)",1,0,0,0
"(17, 99)",0,1,0,1
"(18, 99)",0,0,1,1
"(19, 99)",0,0,1,1
"(20, 99)",0,0,1,1
"(21, 99)",1,0,1,0
"(22, 99)",1,1,0,0
"(23, 99)",0,1,0,1
"(24, 99)",0,0,1,1
"(25, 99)",0,1,1,0
"(26, 99)",1,1,0,0
"(27, 99)",1,1,0,0
"(28, 99)",0,1,0,1
"(29, 99)",0,0,1,1
"(30, 99)",1,0,1,0
"(31, 99)",1,0,0,1
"(32, 99)",1,0,1,0
"(33, 99)",0,1,0,0
"(34, 99)",1,0,0,1
"(35, 99)",0,0,1,1
"(36, 99)",1,0,1,0
"(37, 99)",0,1,0,1
"(38, 99)",0,0,1,1
"(39, 99)",0,0,1,1
"(40, 99)",0,0,1,1
"(41, 99)",0,1,1,0
"(42, 99)",0,1,0,1
"(43, 99)",1,0,1,1
"(44, 99)",0,1,1,0
"(45, 99)",1,0,0,1
"(46, 99)",1,0,1,1
"(47, 99)",0,0,1,1
"(48, 99)",0,0,1,1
"(49, 99)",0,0,1,1
"(50, 99)",0,1,1,0
"(51, 99)",0,1,0,0
"(52, 99)",0,1,0,1
"(53, 99)",0,1,1,1
"(54, 99)",1,0,1,0
"(55, 99)",1,0,0,1
"(56, 99)",0,0,1,1
"(57, 99)",0,0,1,1
"(58, 99)",0,0,1,1
"(59, 99)",0,1,1,0
"(60, 99)",0,1,0,1
"(61, 99)",1,0,1,0
"(62, 99)",1,0,0,1
"(63, 99)",0,0,1,1
"(64, 99)",0,1,1,0
"(65, 99)",1,0,0,0
"(66, 99)",0,1,0,1
"(67, 99)",1,0,1,0
"(68, 99)",1,1,0,0
"(69, 99)",0,1,0,1
"(70, 99)",0,1,1,0
"(71, 99)",0,1,0,1
"(72, 99)",0,0,1,1
"(73, 99)",1,1,1,0
"(74, 99)",1,0,0,1
"(75, 99)",0,0,1,1
"(76, 99)",0,1,1,0
"(77, 99)",0,1,0,1
"(78, 99)",0,1,1,0
"(79, 99)",0,0,0,1
"(80, 99)",0,1,1,0
"(81, 99)",0,1,0,1
"(82, 99)",0,1,1,0
"(83, 99)",1,1,0,0
"(84, 99)",1,1,0,0
"(85, 99)",1,1,0,0
"(86, 99)",0,1,0,1
"(87, 99)",0,1,1,0
"(88, 99)",1,1,0,0
"(89, 99)",1,1,0,0
"(90, 99)",1,1,0,0
"(91, 99)",0,1,0,0
"(92, 99)",1,1,0,0
"(93, 99)",0,1,0,1
"(94, 99)",0,1,1,0
"(95, 99)",1,1,0,0
"(96, 99)",0,0,0,1
"(97, 99)",0,0,1,1
"(98, 99)",0,0,1,1
"(99, 99)",1,0,1,1
"(100, 99)",1,0,1,0
"(101, 99)",0,1,0,1
"(102, 99)",0,1,1,0
"(103, 99)",0,1,0,1
"(104, 99)",0,0,1,1
"(105, 99)",0,0,1,0
"(106, 99)",1,0,0,1
"(107, 99)",1,0,1,0
"(108, 99)",0,1,0,1
"(109, 99)",0,0,1,0
"(110, 99)",1,1,0,1
"(111, 99)",0,0,1,1
"(112, 99)",0,1,1,0
"(113, 99)",0,1,0,1
"(114, 99)",0,1,1,1
"(115, 99)",0,0,1,0
"(116, 99)",1,0,0,1
"(117, 99)",0,1,1,0
"(118, 99)",1,0,0,0
"(119, 99)",1,0,0,1
"(120, 99)",1,1,1,0
"(121, 99)",1,1,0,0
"(122, 99)",1,0,0,1
"(123, 99)",0,0,1,1
"(124, 99)",0,1,1,0
"(125, 99)",0,1,0,1
"(126, 99)",0,0,1,1
"(127, 99)",0,1,1,0
"(128, 99)",1,1,0,0
"(129, 99)",1,0,0,1
"(130, 99)",1,0,1,0
"(131, 99)",1,1,0,0
"(132, 99)",1,1,0,0
"(133, 99)",0,1,0,0
"(134, 99)",0,1,0,1
"(135, 99)",0,0,1,1
"(136, 99)",0,1,1,0
"(137, 99)",1,0,0,1
"(138, 99)",1,0,1,0
"(139, 99)",1,0,0,1
"(140, 99)",0,1,1,0
"(141, 99)",1,0,0,1
"(142, 99)",0,1,1,0
"(143, 99)",0,1,0,0
"(144, 99)",1,0,0,1
"(145, 99)",1,0,1,0
"(146, 99)",1,1,0,0
"(147, 99)",0,1,0,1
"(148, 99)",1,0,1,0
"(149, 99)",1,1,0,0
"(150, 99)",0,1,0,0
"(151, 99)",1,0,0,1
"(152, 99)",0,1,1,0
"(153, 99)",1,1,0,0
"(154, 99)",1,1,0,0
"(155, 99)",0,0,0,1
"(156, 99)",1,1,1,0
"(157, 99)",1,1,0,0
"(158, 99)",0,1,0,0
"(159, 99)",1,0,0,1
"(160, 99)",1,1,1,0
"(161, 99)",1,1,0,0
"(162, 99)",0,1,0,1
"(163, 99)",0,0,1,1
"(164, 99)",0,0,1,1
"(165, 99)",0,1,1,0
"(166, 99)",0,1,0,0
"(167, 99)",1,1,0,0
"(168, 99)",1,0,0,1
"(169, 99)",0,0,1,1
"(170, 99)",1,0,1,1
"(171, 99)",0,0,1,1
"(172, 99)",0,0,1,1
"(173, 99)",0,1,1,0
"(174, 99)",1,0,0,1
"(175, 99)",1,0,1,0
"(176, 99)",1,1,0,0
"(177, 99)",0,0,0,1
"(178, 99)",1,0,1,1
"(179, 99)",1,0,1,0
"(180, 99)",1,1,0,0
"(181, 99)",1,1,0,0
"(182, 99)",1,1,0,0
"(183, 99)",0,1,0,0
"(184, 99)",0,1,0,1
"(185, 99)",0,0,1,1
"(186, 99)",0,1,1,1
"(187, 99)",0,1,1,0
"(188, 99)",1,0,0,1
"(189, 99)",0,0,1,1
"(190, 99)",0,0,1,1
"(191, 99)",0,1,1,0
"(192, 99)",1,1,0,0
"(193, 99)",1,0,0,0
"(194, 99)",0,1,0,1
"(195, 99)",0,1,1,0
"(196, 99)",1,1,0,0
"(197, 99)",1,1,0,0
"(198, 99)",0,0,0,1
"(199, 99)",1,0,1,1
"(200, 99)",1,1,1,0
"(1, 100)",1,0,0,1
"(2, 100)",0,0,1,1
"(3, 100)",1,0,1,0
"(4, 100)",0,1,0,0
"(5, 100)",1,1,0,0
"(6, 100)",1,0,0,1
"(7, 100)",0,1,1,1
"(8, 100)",0,0,1,1
"(9, 100)",0,1,1,1
"(10, 100)",1,0,1,0
"(11, 100)",1,1,0,0
"(12, 100)",0,0,0,1
"(13, 100)",0,1,1,1
"(14, 100)",0,1,1,0
"(15, 100)",0,1,0,1
"(16, 100)",1,1,1,0
"(17, 100)",1,0,0,1
"(18, 100)",0,0,1,1
"(19, 100)",0,0,1,1
"(20, 100)",0,0,1,1
"(21, 100)",0,1,1,0
"(22, 100)",0,1,0,1
"(23, 100)",1,0,1,0
"(24, 100)",1,0,0,1
"(25, 100)",0,0,1,0
"(26, 100)",0,1,0,1
"(27, 100)",0,1,1,0
"(28, 100)",1,0,0,1
"(29, 100)",1,0,1,0
"(30, 100)",0,1,0,0
"(31, 100)",1,1,0,0
"(32, 100)",0,1,0,1
"(33, 100)",0,0,1,1
"(34, 100)",0,1,1,0
"(35, 100)",1,0,0,0
"(36, 100)",1,1,0,0
"(37, 100)",1,0,0,1
"(38, 100)",0,0,1,1
"(39, 100)",0,0,1,1
"(40, 100)",0,0,1,1
"(41, 100)",0,0,1,1
"(42, 100)",1,0,1,0
"(43, 100)",1,1,0,0
"(44, 100)",1,0,0,0
"(45, 100)",1,1,0,0
"(46, 100)",0,1,0,0
"(47, 100)",1,0,0,1
"(48, 100)",0,0,1,1
"(49, 100)",1,0,1,0
"(50, 100)",1,0,0,1
"(51, 100)",0,0,1,1
"(52, 100)",0,0,1,1
"(53, 100)",1,0,1,0
"(54, 100)",0,1,0,1
"(55, 100)",1,1,1,0
"(56, 100)",1,0,0,1
"(57, 100)",0,0,1,1
"(58, 100)",1,0,1,0
"(59, 100)",1,0,0,1
"(60, 100)",1,0,1,0
"(61, 100)",1,1,0,0
"(62, 100)",0,1,0,1
"(63, 100)",1,0,1,0
"(64, 100)",1,0,0,0
"(65, 100)",1,1,0,1
"(66, 100)",1,0,1,0
"(67, 100)",0,1,0,1
"(68, 100)",0,1,1,0
"(69, 100)",1,0,0,1
"(70, 100)",0,0,1,1
"(71, 100)",0,0,1,1
"(72, 100)",1,0,1,0
"(73, 100)",1,1,0,0
"(74, 100)",1,1,0,0
"(75, 100)",1,0,0,1
"(76, 100)",0,0,1,1
"(77, 100)",0,0,1,1
"(78, 100)",0,0,1,1
"(79, 100)",1,0,1,1
"(80, 100)",1,0,1,0
"(81, 100)",1,0,0,1
"(82, 100)",0,0,1,1
"(83, 100)",0,1,1,0
"(84, 100)",1,1,0,0
"(85, 100)",0,1,0,0
"(86, 100)",1,0,0,1
"(87, 100)",1,0,1,0
"(88, 100)",1,1,0,0
"(89, 100)",1,1,0,0
"(90, 100)",0,1,0,1
"(91, 100)",0,0,1,1
"(92, 100)",0,1,1,1
"(93, 100)",0,0,1,0
"(94, 100)",1,0,0,1
"(95, 100)",0,1,1,0
"(96, 100)",1,0,0,1
"(97, 100)",0,0,1,1
"(98, 100)",1,0,1,0
"(99, 100)",0,1,0,0
"(100, 100)",0,1,0,1
"(101, 100)",0,0,1,1
"(102, 100)",1,0,1,1
"(103, 100)",0,0,1,1
"(104, 100)",0,0,1,1
"(105, 100)",1,0,1,0
"(106, 100)",1,1,0,0
"(107, 100)",0,1,0,1
"(108, 100)",0,0,1,1
"(109, 100)",1,0,1,0
"(110, 100)",0,1,0,1
"(111, 100)",1,0,1,0
"(112, 100)",1,0,0,1
"(113, 100)",1,0,1,1
"(114, 100)",0,0,1,0
"(115, 100)",1,0,0,1
"(116, 100)",0,1,1,0
"(117, 100)",0,0,0,1
"(118, 100)",0,1,1,1
"(119, 100)",0,1,1,0
"(120, 100)",0,1,0,1
"(121, 100)",0,1,1,0
"(122, 100)",1,1,0,0
"(123, 100)",1,0,0,1
"(124, 100)",0,0,1,1
"(125, 100)",0,0,1,1
"(126, 100)",1,0,1,1
"(127, 100)",0,0,1,1
"(128, 100)",0,1,1,0
"(129, 100)",1,1,0,0
"(130, 100)",0,1,0,1
"(131, 100)",0,1,1,0
"(132, 100)",1,1,0,1
"(133, 100)",0,0,1,1
"(134, 100)",0,0,1,1
"(135, 100)",1,0,1,1
"(136, 100)",1,0,1,1
